--------- beginning of main
10-19 17:19:22.507 21104 21184 I FusedLocation: (REDACTED) location delivery to %s blocked - too close
10-19 17:19:35.936  5589  5589 I GoogleInputMethodService: GoogleInputMethodService$1.onKeyboardViewShown():325 onKeyboardViewShown: keyboardType=prime, keyboardViewType=BODY keyboardView=com.google.android.libraries.inputmethod.widgets.SoftKeyboardView{84bc248 V.E...... ........ 0,0-1080,580}
10-19 17:19:35.936  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:35.936  5589  5589 I GlobeKeyExtension: GlobeKeyExtension$1.onKeyboardViewShown():72 maybeDisableLanguageSwitchKeyPref when the keyboard is shown
10-19 17:19:35.936  5589  5589 I GlobeKeyExtension: GlobeKeyExtension.maybeDisableLanguageSwitchKeyPref():200 maybeDisableLanguageSwitchKeyPref hasGlobeKeyBeenDisabled: false, shouldDisableLanguageSwitchKey: false
10-19 17:19:35.936  5589  5589 I NewLanguagePromptExtension: NewLanguagePromptExtension$1.onKeyboardViewShown():88 Not show new language banner: not prime keyboard, or the extension not activated.
10-19 17:19:35.959 21163  8733 I SyncManager: (REDACTED) Executing sync(type=%s%s)
10-19 17:19:35.963 21163  8733 I SyncManager: (REDACTED) Executing sync(type=%s) finished in %s
10-19 17:19:35.972 21163 21212 I AutofillPreferences: The stored preference is not current autofill service. Clean permission. [CONTEXT service_id=177 ]
10-19 17:19:35.972 21163 21212 I AutofillPreferences: cleanPermission [CONTEXT service_id=177 ]
10-19 17:19:35.974 21163 21163 D BoundBrokerSvc: onBind: Intent { act=com.google.android.gms.auth.api.phone.service.InternalService.START dat=chimera-action:/... cmp=com.google.android.gms/.chimera.GmsInternalApiService }
10-19 17:19:35.974 21163 21163 D BoundBrokerSvc: Loading bound service for intent: Intent { act=com.google.android.gms.auth.api.phone.service.InternalService.START dat=chimera-action:/... cmp=com.google.android.gms/.chimera.GmsInternalApiService }
10-19 17:19:35.992 21163 21212 I AutofillPreferences: The stored preference is not current autofill service. Clean permission. [CONTEXT service_id=177 ]
10-19 17:19:35.992 21163 21212 I AutofillPreferences: cleanPermission [CONTEXT service_id=177 ]
10-19 17:19:36.310  1870  1870 D AutofillSession: Service did not request to wait for delayed fill response.
10-19 17:19:36.323  3458  3458 V InlinePresentationRendererServiceImpl: onRenderSuggestion: width=-2, height=-2
10-19 17:19:36.331  3458  3458 V InlineSuggestionRenderService: width=-2, height=-2, measuredSize=660x121
10-19 17:19:36.361  1870  1976 D AutofillSession: onShown(): 2, 1
10-19 17:19:36.367  5589  5589 I ProactiveSuggestionsHolderManager: ProactiveSuggestionsHolderManager$2.display():195 Requesting to show proactive suggestions: AUTO_FILL PREEMPTIVE_WITH_SUPPRESSION
10-19 17:19:36.367  3458  3458 D ViewRootImpl: AppSizeAfterRelayout, size: Point(660, 121), rotation: ROTATION_0
10-19 17:19:36.369  3458  3458 D BufferQueueConsumer: [](id:d82000001dd,api:0,p:-1,c:3458) connect: controlledByApp=false
10-19 17:19:36.369  3458  3458 D BLASTBufferQueue: [VRI[]#477](f:0,a:0) constructor()
10-19 17:19:36.370  3458  3458 D BLASTBufferQueue: [VRI[]#477](f:0,a:0) update width=660 height=121 format=-2 mTransformHint=0
10-19 17:19:36.376  5589  5589 D BufferQueueConsumer: [](id:15d500000833,api:0,p:-1,c:5589) connect: controlledByApp=false
10-19 17:19:36.376  5589  5589 D BLASTBufferQueue: [SurfaceView[InputMethod]#2099](f:0,a:0) constructor()
10-19 17:19:36.376  5589  5589 D BLASTBufferQueue: [SurfaceView[InputMethod]#2099](f:0,a:0) update width=770 height=121 format=-2 mTransformHint=0
10-19 17:19:36.379  3458 31463 D BLASTBufferQueue: [VRI[]#477](f:0,a:1) acquireNextBufferLocked size=660x121 mFrameNumber=1 applyTransaction=true mTimestamp=637946930664716(auto) mPendingTransactions.size=0 graphicBufferId=14851996912907 transform=0
10-19 17:19:36.380  1870  2891 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 770, arg2: 121, arg3: 5589, arg4: 105641, name: com.google.android.inputmethod.latin
10-19 17:19:36.381  5589  5589 I ProactiveSuggestionsHolderManager: ProactiveSuggestionsHolderManager$Holder.setSuggestionsAndShow():898 succeed to show proactive suggestions AUTO_FILL PREEMPTIVE_WITH_SUPPRESSION
10-19 17:19:36.385  5589  5589 I KeyboardModeUtils: KeyboardModeUtils.getKeyboardBottomOffset():435 inch: 0.000000 ydpi: 387.429993 adjustKeyboardBottomByDisplaySize: false currentDensityDpi: 440 defaultDensityDpi: 440 keyboardBottomToScreenPx: 0 keyboardBottomToNavBarPx: -116 navBarHeight: 116
10-19 17:19:36.385  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:36.385  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:36.385  5589  5589 I AndroidIME: KeyboardViewManager.updateKeyboardBodyViewHolderPaddingBottom():472 Set finalPaddingBottom = 5 while holderPaddingBottom = 5; navigationHeight = 116
10-19 17:19:36.390  5589  5589 D BufferQueueConsumer: [](id:15d500000834,api:0,p:-1,c:5589) connect: controlledByApp=false
10-19 17:19:36.391  5589  5589 D BLASTBufferQueue: [SurfaceView[InputMethod]#2100](f:0,a:0) constructor()
10-19 17:19:36.391  5589  5589 D BLASTBufferQueue: [SurfaceView[InputMethod]#2100](f:0,a:0) update width=660 height=121 format=-2 mTransformHint=0
10-19 17:19:36.395  1870  2891 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 660, arg2: 121, arg3: 5589, arg4: 106167, name: com.google.android.inputmethod.latin
10-19 17:19:36.399  5589  5657 D BLASTBufferQueue: [SurfaceView[InputMethod]#2100](f:0,a:1) acquireNextBufferLocked size=660x121 mFrameNumber=1 applyTransaction=true mTimestamp=637946950263408(auto) mPendingTransactions.size=0 graphicBufferId=24004572224460 transform=0
10-19 17:19:36.401  1870  2891 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 330, arg2: 13, arg3: 5589, arg4: 106167, name: com.google.android.inputmethod.latin
10-19 17:19:36.402  1870  2891 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 770, arg2: 121, arg3: 5589, arg4: 105641, name: com.google.android.inputmethod.latin
10-19 17:19:36.408  1870  2891 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 398, arg2: 35, arg3: 5589, arg4: 106167, name: com.google.android.inputmethod.latin
10-19 17:19:36.414  1870  2891 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 460, arg2: 55, arg3: 5589, arg4: 106167, name: com.google.android.inputmethod.latin
10-19 17:19:36.433  1870  3647 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 514, arg2: 73, arg3: 5589, arg4: 106167, name: com.google.android.inputmethod.latin
10-19 17:19:36.448  1870  3647 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 558, arg2: 87, arg3: 5589, arg4: 106167, name: com.google.android.inputmethod.latin
10-19 17:19:36.465  1870  3647 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 596, arg2: 101, arg3: 5589, arg4: 106167, name: com.google.android.inputmethod.latin
10-19 17:19:36.481  1870  3647 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 624, arg2: 109, arg3: 5589, arg4: 106167, name: com.google.android.inputmethod.latin
10-19 17:19:36.499  1870  2891 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 644, arg2: 117, arg3: 5589, arg4: 106167, name: com.google.android.inputmethod.latin
10-19 17:19:36.516  1870  2891 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 656, arg2: 121, arg3: 5589, arg4: 106167, name: com.google.android.inputmethod.latin
10-19 17:19:36.535  1870  2891 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: 660, arg2: 121, arg3: 5589, arg4: 106167, name: com.google.android.inputmethod.latin
10-19 17:19:36.771  5589  5589 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():153 Tooltip with id SUGGESTION_VIEW_EDU_MINI_DIALOG not found in tooltipManager.
10-19 17:19:36.773  1870  2891 D BatteryStatsService: noteVideoSurfaceChanged  noteWhich: 49,arg1: -1, arg2: -1, arg3: 5589, arg4: 106167, name: com.google.android.inputmethod.latin
10-19 17:19:36.774  5589  5657 E BufferQueueProducer: [SurfaceView[InputMethod]#2100(BLAST Consumer)2100](id:15d500000834,api:0,p:-1,c:5589) disconnect: not connected (req=1)
10-19 17:19:36.774  5589  5657 W libEGL  : EGLNativeWindowType 0xb4000077e01bbd20 disconnect failed
10-19 17:19:36.774  5589  5589 D BLASTBufferQueue: [SurfaceView[InputMethod]#2100](f:0,a:1) destructor()
10-19 17:19:36.774  5589  5589 D BufferQueueConsumer: [SurfaceView[InputMethod]#2100(BLAST Consumer)2100](id:15d500000834,api:0,p:-1,c:5589) disconnect
10-19 17:19:36.776  5589  5589 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():153 Tooltip with id SUGGESTION_VIEW_EDU_MINI_DIALOG not found in tooltipManager.
10-19 17:19:36.780  5589  5589 I KeyboardModeUtils: KeyboardModeUtils.getKeyboardBottomOffset():435 inch: 0.000000 ydpi: 387.429993 adjustKeyboardBottomByDisplaySize: false currentDensityDpi: 440 defaultDensityDpi: 440 keyboardBottomToScreenPx: 0 keyboardBottomToNavBarPx: -116 navBarHeight: 116
10-19 17:19:36.780  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:36.781  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:36.781  5589  5589 I AndroidIME: KeyboardViewManager.updateKeyboardBodyViewHolderPaddingBottom():472 Set finalPaddingBottom = 5 while holderPaddingBottom = 5; navigationHeight = 116
10-19 17:19:36.784  5589  5589 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():153 Tooltip with id SUGGESTION_VIEW_EDU_MINI_DIALOG not found in tooltipManager.
10-19 17:19:36.801  5589  5589 I GoogleInputMethodService: GoogleInputMethodService.onFinishInputView():1571 onFinishInputView(true)
10-19 17:19:36.801  5589  5589 I GlobeKeyExtension: GlobeKeyExtension.onDeactivate():144 
10-19 17:19:36.801  5589  5589 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():153 Tooltip with id SUGGESTION_VIEW_EDU_MINI_DIALOG not found in tooltipManager.
10-19 17:19:36.802  5589  5589 I VoiceInputManagerWrapper: VoiceInputManagerWrapper.shutdown():131 shutdown()
10-19 17:19:36.802  5589  5589 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():153 Tooltip with id spell_check_add_to_dictionary not found in tooltipManager.
10-19 17:19:36.803  5589  5589 I GoogleInputMethodService: GoogleInputMethodService.onFinishInput():2085 
10-19 17:19:36.804  5589  5589 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 0, locked = false
10-19 17:19:36.805  5589  5589 I GoogleInputMethodService: GoogleInputMethodService.onStartInput():1346 onStartInput(EditorInfo{EditorInfo{packageName=com.a1taxi.a1taxicustomer, inputType=4002, inputTypeString=Number, enableLearning=false, autoCorrection=false, autoComplete=false, imeOptions=6, privateImeOptions=null, actionName=DONE, actionLabel=null, initialSelStart=0, initialSelEnd=0, initialCapsMode=2000, label=null, fieldId=6397, fieldName=null, extras=Bundle[mParcelledData.dataSize=404], hintText=empty, hintLocales=[]}}, false)
10-19 17:19:36.805  5589  5589 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 1, locked = false
10-19 17:19:36.806  1870  3354 D AutofillSession: createPendingIntent for request 2288
10-19 17:19:36.806  5589  5589 I GoogleInputMethodService: GoogleInputMethodService.onStartInputView():1439 onStartInputView(EditorInfo{EditorInfo{packageName=com.a1taxi.a1taxicustomer, inputType=4002, inputTypeString=Number, enableLearning=false, autoCorrection=false, autoComplete=false, imeOptions=6, privateImeOptions=null, actionName=DONE, actionLabel=null, initialSelStart=0, initialSelEnd=0, initialCapsMode=2000, label=null, fieldId=6397, fieldName=null, extras=Bundle[{android.support.text.emoji.emojiCompat_metadataVersion=11, androidx.core.view.inputmethod.EditorInfoCompat.STYLUS_HANDWRITING_ENABLED=true, android.support.text.emoji.emojiCompat_replaceAll=false}], hintText=empty, hintLocales=[]}}, false)
10-19 17:19:36.807  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.getOemKeyboardHeightRatio():108 systemKeyboardHeightRatio:1.000000.
10-19 17:19:36.807  5589  5589 I AndroidIME: InputBundleManager.loadActiveInputBundleId():528 loadActiveInputBundleId: und-Latn-x-number, number
10-19 17:19:36.808  5589  5589 I KeyboardWrapper: KeyboardWrapper.activateKeyboard():581 activateKeyboard(): type=prime, status=INACTIVE, imeDef=mkk{stringId=number, language=und-Latn-x-number, languageTag=und-Latn-x-number, processedConditions={}, className=com.google.android.libraries.inputmethod.ime.DummyIme, label=2132019216, keyEventInterpreter=null, inlineComposing=true, autoCapital=false, announceAutoSelectedCandidate=false, statusIcon=0, indicatorIcon=0, indicatorLabel=null, displayAppCompletions=false, extraValues=mkd{}, processors=mmb@7d3d911, unacceptableMetaKeys=4098, languageSpecificSettings=0, asciiCapable=false, alwaysShowSuggestions=false, useAsciiPasswordKeyboard=false, keyboardGroupDef=mlk@821ce4, phenotypeFlagId=0, localizationLanguageTag=null, supportsInlineSuggestion=false}
10-19 17:19:36.808  5589  5589 I KeyboardManager: KeyboardManager.requestKeyboard():248 Creating keyboard prime, imeId=number, cacheKey=theme,!gsf,!pgsans,!pgsf,!use_system_font,BORDER,FLAVOR_DPI=XXHDPI,GOOGLE_ICONS,KEYBOARD_WIDTH_CATEGORY=NORMAL,KEY_BORDER_SHAPE=1,LIGHT_THEME=false,PHYSICAL_DIAGONAL=5.748144,POPUP,SCREEN_SHORTEST_WIDTH=393,SCREEN_SHORTEST_WIDTH_NO_SCALE=393,XXHDPI,bottom4dp,enable_emoji_kitchen_browse_color_v2=true,enable_google_fonts_icons=true,enable_popup_on_keypress=true,keyboard_redesign_google_sans=true,non_linear_scale,noshadow,overlay_builtin_dynamic_color_dark_base.binarypb:gm3-dark-ff131313-ffffffff-4d9204e36e3ccb6a165e3e3dbe763ce0,roundedchip,silkpopup
10-19 17:19:36.808  5589  5589 I KeyboardWrapper: KeyboardWrapper.onKeyboardReady():224 onKeyboardReady(): type=prime(prime), kb=com.google.android.apps.inputmethod.latin.keyboard.LatinNumberKeyboard@508e2c3
10-19 17:19:36.808  5589  5589 I KeyboardWrapper: KeyboardWrapper.doActivateKeyboard():611 doActivateKeyboard(): prime
10-19 17:19:36.810  5589  5589 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():50 leave 267 height for app when ime window height:2171, header height:121 and isFullscreenMode:false, so the max keyboard body height is:1783
10-19 17:19:36.810  5589  5589 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():153 Tooltip with id undo_access_point_promotion_banner not found in tooltipManager.
10-19 17:19:36.810  5589  5589 I GlobeKeyExtension: GlobeKeyExtension.getKeyboardInitialStates():175 
10-19 17:19:36.810  5589  5589 W Keyboard: Keyboard.getKeyboardViewHelper():609 null helper is returned: keyboardDef=mle{processedConditions={enable_access_points_in_password_number=true, enable_correction_settings_updates=true, layout_9key_split=false, language=en-US, deprecate_long_press_space_for_ime_picker=false, show_suggestion_strip=true, device=phone, expressions=normal}, globalConditions={global_theme_key=theme,!gsf,!pgsans,!pgsf,!use_system_font,BORDER,FLAVOR_DPI=XXHDPI,GOOGLE_ICONS,KEYBOARD_WIDTH_CATEGORY=NORMAL,KEY_BORDER_SHAPE=1,LIGHT_THEME=false,PHYSICAL_DIAGONAL=5.748144,POPUP,SCREEN_SHORTEST_WIDTH=393,SCREEN_SHORTEST_WIDTH_NO_SCALE=393,XXHDPI,bottom4dp,enable_emoji_kitchen_browse_color_v2=true,enable_google_fonts_icons=true,enable_popup_on_keypress=true,keyboard_redesign_google_sans=true,non_linear_scale,noshadow,overlay_builtin_dynamic_color_dark_base.binarypb:gm3-dark-ff131313-ffffffff-4d9204e36e3ccb6a165e3e3dbe763ce0,roundedchip,silkpopup, global_locale=en_US, global_density_dpi=440, global_orientation=1}, className=.latin.keyboard.LatinNumberKeyboard, resourceIds=[#0x7f17086b], initialStates=0, keyboardViewDefs=[mls{direction=LOCALE, id=#0x7f0b0224, isScalable=false, layoutId=#0x7f0e0500, type=HEADER, touchable=true, defaultShow=true}, mls{direction=null, id=#0x7f0b0224, isScalable=true, layoutId=#0x7f0e0556, type=BODY, touchable=true, defaultShow=true}], persistentStates=0, persistentStatesPrefKey=null, popupBubbleLayoutId=#0x7f0e05f1, recentKeyLayoutId=0, recentKeyPopupLayoutId=0, recentKeyType=null, rememberRecentKey=NONE, sessionStates=0}, type=FLOATING_CANDIDATES, helpersCreated=[lxm@e7604a8, lxm@f9b5bc1, null, null], context.getResources().getConfiguration(): {1.0 405mcc869mnc [en_US] ldltr sw393dp w393dp h790dp 440dpi nrml long port night finger -keyb/v/h -nav/h winConfig={ mBounds=Rect(0, 0 - 1080, 2392) mAppBounds=Rect(0, 103 - 1080, 2276) mMaxBounds=Rect(0, 0 - 1080, 2392) mDisplayRotation=ROTATION_0 mWindowingMode=fullscreen mActivityType=undefined mAlwaysOnTop=undefined mRotation=ROTATION_0 isEmbedding:false} s.5420 fontWeightAdjustment=0 themeId=2 themeParameter=0 nightModeLevel = -1 typefaceChanged=0.0 ?spacesystem eaMode=1}
10-19 17:19:36.811  5589  5589 W Keyboard: Keyboard.getKeyboardViewHelper():609 null helper is returned: keyboardDef=mle{processedConditions={enable_access_points_in_password_number=true, enable_correction_settings_updates=true, layout_9key_split=false, language=en-US, deprecate_long_press_space_for_ime_picker=false, show_suggestion_strip=true, device=phone, expressions=normal}, globalConditions={global_theme_key=theme,!gsf,!pgsans,!pgsf,!use_system_font,BORDER,FLAVOR_DPI=XXHDPI,GOOGLE_ICONS,KEYBOARD_WIDTH_CATEGORY=NORMAL,KEY_BORDER_SHAPE=1,LIGHT_THEME=false,PHYSICAL_DIAGONAL=5.748144,POPUP,SCREEN_SHORTEST_WIDTH=393,SCREEN_SHORTEST_WIDTH_NO_SCALE=393,XXHDPI,bottom4dp,enable_emoji_kitchen_browse_color_v2=true,enable_google_fonts_icons=true,enable_popup_on_keypress=true,keyboard_redesign_google_sans=true,non_linear_scale,noshadow,overlay_builtin_dynamic_color_dark_base.binarypb:gm3-dark-ff131313-ffffffff-4d9204e36e3ccb6a165e3e3dbe763ce0,roundedchip,silkpopup, global_locale=en_US, global_density_dpi=440, global_orientation=1}, className=.latin.keyboard.LatinNumberKeyboard, resourceIds=[#0x7f17086b], initialStates=0, keyboardViewDefs=[mls{direction=LOCALE, id=#0x7f0b0224, isScalable=false, layoutId=#0x7f0e0500, type=HEADER, touchable=true, defaultShow=true}, mls{direction=null, id=#0x7f0b0224, isScalable=true, layoutId=#0x7f0e0556, type=BODY, touchable=true, defaultShow=true}], persistentStates=0, persistentStatesPrefKey=null, popupBubbleLayoutId=#0x7f0e05f1, recentKeyLayoutId=0, recentKeyPopupLayoutId=0, recentKeyType=null, rememberRecentKey=NONE, sessionStates=0}, type=WIDGET, helpersCreated=[lxm@e7604a8, lxm@f9b5bc1, null, null], context.getResources().getConfiguration(): {1.0 405mcc869mnc [en_US] ldltr sw393dp w393dp h790dp 440dpi nrml long port night finger -keyb/v/h -nav/h winConfig={ mBounds=Rect(0, 0 - 1080, 2392) mAppBounds=Rect(0, 103 - 1080, 2276) mMaxBounds=Rect(0, 0 - 1080, 2392) mDisplayRotation=ROTATION_0 mWindowingMode=fullscreen mActivityType=undefined mAlwaysOnTop=undefined mRotation=ROTATION_0 isEmbedding:false} s.5420 fontWeightAdjustment=0 themeId=2 themeParameter=0 nightModeLevel = -1 typefaceChanged=0.0 ?spacesystem eaMode=1}
